field_id,look,crop,last_acquisition,harvest,lead_days
Argentina_DUP1_farm15_field130_soybean_2018,2,soybean,2018-03-03,2018-03-14,11
Argentina_DUP1_farm15_field132_soybean_2019,2,soybean,2019-01-20,2019-03-23,62
Argentina_DUP1_farm15_field142_soybean_2020,2,soybean,2020-02-21,2020-03-21,29
Argentina_DUP1_farm15_field146_soybean_2021,2,soybean,2021-01-01,2021-04-07,96
Argentina_DUP1_farm15_field151_soybean_2022,2,soybean,2022-01-11,2022-04-08,87
Argentina_DUP1_farm15_field153_soybean_2022,2,soybean,2022-01-14,2022-03-31,76
Argentina_DUP1_farm16_field155_soybean_2021,2,soybean,2021-02-08,2021-04-27,78
Argentina_DUP1_farm17_field171_soybean_2019,2,soybean,2019-01-27,2019-03-23,55
Argentina_DUP1_farm17_field172_soybean_2019,2,soybean,2019-02-01,2019-04-02,60
Argentina_DUP1_farm17_field185_soybean_2021,2,soybean,2021-02-25,2021-04-30,64
Argentina_DUP1_farm17_field192_soybean_2019,2,soybean,2019-02-01,2019-04-18,76
Argentina_DUP1_farm19_field204_wheat_2021,2,wheat,2021-10-08,2021-12-18,71
Argentina_DUP1_farm1_field4_soybean_2022,2,soybean,2022-01-11,2022-04-19,98
Argentina_DUP1_farm22_field213_wheat_2023,2,wheat,2023-08-29,2023-12-10,103
Argentina_DUP1_farm22_field215_soybean_2024,2,soybean,2024-01-29,2024-04-08,70
Argentina_DUP1_farm22_field217_soybean_2024,2,soybean,2024-03-04,2024-04-29,56
Argentina_DUP1_farm23_field222_soybean_2021,2,soybean,2021-02-20,2021-04-28,67
Argentina_DUP1_farm23_field224_soybean_2021,2,soybean,2021-02-25,2021-05-08,72
Argentina_DUP1_farm23_field225_soybean_2019,2,soybean,2019-02-16,2019-04-21,64
Argentina_DUP1_farm23_field228_soybean_2020,2,soybean,2020-01-17,2020-04-10,84
Argentina_DUP1_farm24_field234_corn_2021,2,corn,2021-02-27,2021-07-08,131
Argentina_DUP1_farm24_field235_corn_2021,2,corn,2020-12-24,2021-03-10,76
Argentina_DUP1_farm25_field242_corn_2023,2,corn,2023-03-18,2023-08-09,144
Argentina_DUP1_farm25_field249_corn_2023,2,corn,2023-02-26,2023-06-29,123
Argentina_DUP1_farm25_field252_corn_2023,2,corn,2023-03-08,2023-07-25,139
Argentina_DUP1_farm25_field253_corn_2023,2,corn,2023-03-03,2023-07-02,121
Argentina_DUP1_farm25_field256_soybean_2023,2,soybean,2023-02-11,2023-04-28,76
Argentina_DUP1_farm25_field259_soybean_2023,2,soybean,2023-02-16,2023-04-21,64
Argentina_DUP1_farm25_field261_corn_2023,2,corn,2023-02-26,2023-07-16,140
Argentina_DUP1_farm27_field270_soybean_2021,2,soybean,2021-01-01,2021-04-15,104
Argentina_DUP1_farm27_field276_soybean_2021,2,soybean,2021-01-01,2021-04-05,94
Argentina_DUP1_farm27_field280_soybean_2021,2,soybean,2021-01-01,2021-04-01,90
Argentina_DUP1_farm27_field286_soybean_2017,2,soybean,2016-12-08,2017-05-01,144
Argentina_DUP1_farm27_field310_soybean_2021,2,soybean,2021-01-01,2021-05-05,124
Argentina_DUP1_farm27_field311_soybean_2021,2,soybean,2021-01-01,2021-04-28,117
Argentina_DUP1_farm28_field314_wheat_2021,2,wheat,2021-08-27,2021-11-23,88
Argentina_DUP1_farm28_field321_wheat_2023,2,wheat,2023-07-20,2023-11-09,112
Argentina_DUP1_farm28_field322_corn_2022,2,corn,2021-11-30,2022-03-15,105
Argentina_DUP1_farm29_field324_soybean_2023,2,soybean,2023-01-16,2023-04-07,81
Argentina_DUP1_farm2_field11_corn_2022,2,corn,2022-02-15,2022-07-04,139
Argentina_DUP1_farm2_field17_corn_2022,2,corn,2021-12-25,2022-04-23,119
Argentina_DUP1_farm2_field21_corn_2022,2,corn,2021-12-25,2022-04-22,118
Argentina_DUP1_farm2_field42_soybean_2023,2,soybean,2023-01-09,2023-04-08,89
Argentina_DUP1_farm2_field45_soybean_2023,2,soybean,2023-01-09,2023-04-07,88
Argentina_DUP1_farm2_field52_corn_2024,2,corn,2023-12-22,2024-03-22,91
Argentina_DUP1_farm2_field7_corn_2022,2,corn,2021-12-25,2022-02-17,54
Argentina_DUP1_farm32_field340_corn_2022,2,corn,2022-02-23,2022-08-19,177
Argentina_DUP1_farm36_field381_corn_2022,2,corn,2022-04-22,2022-08-02,102
Argentina_DUP1_farm37_field395_soybean_2021,2,soybean,2021-01-13,2021-04-02,79
Argentina_DUP1_farm37_field396_soybean_2021,2,soybean,2021-02-22,2021-05-09,76
Argentina_DUP1_farm37_field399_soybean_2022,2,soybean,2022-01-08,2022-04-14,96
Argentina_DUP1_farm37_field406_soybean_2020,2,soybean,2020-02-13,2020-04-08,55
Argentina_DUP1_farm39_field428_wheat_2023,2,wheat,2023-09-28,2023-12-10,73
Argentina_DUP1_farm40_field431_wheat_2020,2,wheat,2020-10-18,2020-12-09,52
Argentina_DUP1_farm42_field437_soybean_2022,2,soybean,2022-01-09,2022-04-02,83
Argentina_DUP1_farm42_field438_soybean_2022,2,soybean,2022-01-19,2022-04-08,79
Argentina_DUP1_farm44_field447_wheat_2020,2,wheat,2020-09-08,2020-11-23,76
Argentina_DUP1_farm44_field448_corn_2020,2,corn,2019-12-31,2020-07-31,213
Argentina_DUP1_farm44_field453_wheat_2021,2,wheat,2021-08-29,2021-11-11,74
Argentina_DUP1_farm44_field458_soybean_2018,2,soybean,2018-01-10,2018-04-20,100
Argentina_DUP1_farm44_field460_corn_2018,2,corn,2017-12-13,2018-02-21,70
Argentina_DUP1_farm44_field465_wheat_2018,2,wheat,2018-09-09,2018-11-19,71
Argentina_DUP1_farm44_field466_soybean_2020,2,soybean,2020-01-27,2020-04-22,86
Argentina_DUP1_farm44_field467_wheat_2020,2,wheat,2020-08-24,2020-11-12,80
Argentina_DUP1_farm44_field471_soybean_2018,2,soybean,2018-01-15,2018-04-18,93
Argentina_DUP1_farm44_field474_wheat_2018,2,wheat,2018-09-09,2018-11-20,72
Argentina_DUP1_farm44_field476_soybean_2019,2,soybean,2019-01-27,2019-04-10,73
Argentina_DUP1_farm44_field482_soybean_2018,2,soybean,2018-01-22,2018-05-18,116
Argentina_DUP1_farm44_field494_corn_2019,2,corn,2018-12-08,2019-02-21,75
Argentina_DUP1_farm44_field495_wheat_2020,2,wheat,2020-08-22,2020-11-22,92
Argentina_DUP1_farm44_field498_soybean_2018,2,soybean,2018-01-15,2018-04-18,93
Argentina_DUP1_farm44_field499_corn_2021,2,corn,2021-02-03,2021-06-25,142
Argentina_DUP1_farm44_field509_soybean_2021,2,soybean,2021-01-14,2021-04-16,92
Argentina_DUP1_farm44_field511_soybean_2020,2,soybean,2020-01-12,2020-03-31,79
Argentina_DUP1_farm44_field514_corn_2019,2,corn,2019-02-16,2019-07-10,144
Argentina_DUP1_farm44_field521_wheat_2021,2,wheat,2021-08-24,2021-11-21,89
Argentina_DUP1_farm44_field523_soybean_2021,2,soybean,2021-01-09,2021-04-19,100
Argentina_DUP1_farm44_field532_corn_2020,2,corn,2019-12-01,2020-02-27,88
Argentina_DUP1_farm44_field545_wheat_2020,2,wheat,2020-08-22,2020-11-24,94
Argentina_DUP1_farm44_field558_wheat_2021,2,wheat,2021-08-29,2021-11-20,83
Argentina_DUP1_farm44_field565_corn_2019,2,corn,2019-03-03,2019-07-15,134
Argentina_DUP1_farm44_field566_soybean_2019,2,soybean,2019-01-25,2019-05-03,98
Argentina_DUP1_farm45_field575_corn_2022,2,corn,2021-12-17,2022-03-29,102
Argentina_DUP1_farm45_field577_wheat_2019,2,wheat,2019-09-29,2019-12-05,67
Argentina_DUP1_farm45_field579_wheat_2020,2,wheat,2020-10-08,2020-12-08,61
Argentina_DUP1_farm45_field602_corn_2017,2,corn,2016-12-08,2017-03-27,109
Argentina_DUP1_farm45_field609_corn_2017,2,corn,2016-12-08,2017-03-23,105
Argentina_DUP1_farm45_field612_wheat_2020,2,wheat,2020-10-13,2020-12-12,60
Argentina_DUP1_farm45_field613_wheat_2020,2,wheat,2020-10-03,2020-12-06,64
Argentina_DUP1_farm45_field621_corn_2017,2,corn,2016-12-08,2017-03-13,95
Argentina_DUP1_farm45_field622_wheat_2021,2,wheat,2021-10-03,2021-11-27,55
Argentina_DUP1_farm45_field633_soybean_2023,2,soybean,2023-01-06,2023-05-02,116
Argentina_DUP1_farm49_field660_soybean_2021,2,soybean,2021-01-19,2021-04-01,72
Argentina_DUP1_farm49_field665_soybean_2023,2,soybean,2023-01-14,2023-04-10,86
Argentina_DUP1_farm51_field677_corn_2022,2,corn,2021-12-17,2022-03-12,85
Argentina_DUP1_farm51_field681_corn_2022,2,corn,2021-12-07,2022-03-02,85
Argentina_DUP1_farm52_field690_soybean_2020,2,soybean,2020-03-05,2020-05-07,63
Argentina_DUP1_farm52_field694_soybean_2022,2,soybean,2022-01-01,2022-03-30,88
Argentina_DUP1_farm52_field705_soybean_2022,2,soybean,2022-01-09,2022-04-14,95
Argentina_DUP1_farm52_field712_soybean_2021,2,soybean,2021-01-06,2021-04-06,90
Argentina_DUP1_farm52_field713_soybean_2021,2,soybean,2021-03-02,2021-05-14,73
Argentina_DUP1_farm54_field732_corn_2019,2,corn,2018-12-16,2019-08-21,248
Argentina_DUP1_farm54_field738_wheat_2018,2,wheat,2018-09-22,2018-12-05,74
Argentina_DUP1_farm54_field740_soybean_2020,2,soybean,2020-02-04,2020-04-05,61
Argentina_DUP1_farm54_field742_wheat_2020,2,wheat,2020-09-08,2020-11-11,64
Argentina_DUP1_farm56_field751_soybean_2023,2,soybean,2023-01-26,2023-04-26,90
Argentina_DUP1_farm57_field754_soybean_2022,2,soybean,2022-01-29,2022-04-29,90
Argentina_DUP1_farm5_field59_soybean_2024,2,soybean,2024-03-04,2024-04-05,32
Argentina_DUP1_farm5_field61_wheat_2023,2,wheat,2023-09-16,2023-11-27,72
Argentina_DUP1_farm6_field72_soybean_2023,2,soybean,2023-01-23,2023-04-21,88
Argentina_DUP1_farm6_field73_soybean_2023,2,soybean,2023-01-23,2023-04-05,72
Argentina_DUP1_farm6_field75_soybean_2023,2,soybean,2023-01-16,2023-04-27,101
Argentina_DUP1_farm9_field93_soybean_2022,2,soybean,2022-01-13,2022-04-18,95
Argentina_DUP1_farm9_field97_soybean_2024,2,soybean,2024-01-11,2024-04-20,100
Brazil_DUP2_farm2_field21_soybean_2022,2,soybean,2021-12-05,2022-02-03,60
Brazil_DUP2_farm2_field33_wheat_2017,2,wheat,2017-06-24,2017-09-13,81
Brazil_DUP2_farm2_field34_soybean_2018,2,soybean,2017-12-06,2018-03-07,91
Brazil_DUP2_farm2_field37_wheat_2023,2,wheat,2023-06-08,2023-09-02,86
Brazil_DUP2_farm2_field40_soybean_2022,2,soybean,2021-12-05,2022-02-03,60
Brazil_DUP2_farm2_field48_soybean_2022,2,soybean,2021-12-05,2022-02-04,61
Brazil_DUP2_farm2_field7_soybean_2024,2,soybean,2023-11-30,2024-01-08,39
Brazil_DUP2_farm3_field55_soybean_2021,2,soybean,2021-01-04,2021-03-24,79
Brazil_DUP2_farm3_field56_soybean_2022,2,soybean,2021-12-25,2022-03-24,89
Brazil_DUP2_farm4_field112_corn_2024,2,corn,2024-01-04,2024-03-15,71
Brazil_DUP2_farm4_field114_soybean_2017,2,soybean,2017-01-15,2017-03-25,69
Brazil_DUP2_farm4_field58_soybean_2020,2,soybean,2020-01-25,2020-03-26,61
Brazil_DUP2_farm4_field65_corn_2018,2,corn,2018-04-25,2018-07-18,84
Brazil_DUP2_farm4_field71_corn_2023,2,corn,2023-06-08,2023-09-08,92
Brazil_DUP2_farm4_field85_soybean_2018,2,soybean,2017-12-16,2018-02-17,63
Brazil_DUP2_farm4_field87_soybean_2023,2,soybean,2022-12-25,2023-03-19,84
Brazil_DUP2_farm4_field97_soybean_2017,2,soybean,2016-12-16,2017-03-22,96
Brazil_DUP2_farm5_field143_corn_2020,2,corn,2020-05-04,2020-08-26,114
Brazil_DUP2_farm5_field152_soybean_2022,2,soybean,2021-12-10,2022-02-10,62
Brazil_DUP2_farm5_field157_corn_2023,2,corn,2023-01-24,2023-04-23,89
Brazil_DUP2_farm5_field160_corn_2023,2,corn,2023-01-24,2023-04-13,79
Brazil_DUP2_farm5_field161_wheat_2018,2,wheat,2018-07-19,2018-10-10,83
Brazil_DUP2_farm5_field162_soybean_2022,2,soybean,2021-12-25,2022-02-26,63
Brazil_DUP2_farm5_field170_soybean_2019,2,soybean,2018-12-31,2019-02-23,54
Brazil_DUP2_farm5_field173_wheat_2021,2,wheat,2021-07-23,2021-09-27,66
Brazil_DUP2_farm5_field176_wheat_2018,2,wheat,2018-07-19,2018-10-03,76
Brazil_DUP2_farm5_field179_soybean_2019,2,soybean,2018-12-31,2019-03-07,66
Brazil_DUP2_farm5_field180_soybean_2024,2,soybean,2023-12-15,2024-02-08,55
Brazil_DUP2_farm5_field181_soybean_2018,2,soybean,2018-01-15,2018-03-16,60
Brazil_DUP2_farm5_field190_wheat_2018,2,wheat,2018-07-19,2018-10-03,76
Brazil_DUP2_farm5_field229_wheat_2019,2,wheat,2019-06-19,2019-09-13,86
Brazil_DUP2_farm5_field239_soybean_2022,2,soybean,2021-12-20,2022-02-15,57
Brazil_DUP2_farm5_field240_soybean_2021,2,soybean,2021-01-14,2021-03-19,64
Brazil_DUP2_farm5_field248_soybean_2018,2,soybean,2018-01-15,2018-03-12,56
Brazil_DUP2_farm5_field250_corn_2023,2,corn,2023-01-19,2023-04-04,75
Brazil_DUP2_farm5_field254_soybean_2019,2,soybean,2018-12-31,2019-03-04,63
Brazil_DUP2_farm5_field260_soybean_2018,2,soybean,2018-01-25,2018-04-05,70
Brazil_DUP2_farm5_field261_corn_2023,2,corn,2023-01-29,2023-04-23,84
Brazil_DUP2_farm5_field266_corn_2020,2,corn,2020-04-29,2020-08-03,96
Brazil_DUP2_farm5_field270_soybean_2024,2,soybean,2023-12-15,2024-02-04,51
Brazil_DUP2_farm5_field271_soybean_2024,2,soybean,2023-12-15,2024-02-03,50
Brazil_DUP2_farm6_field297_soybean_2018,2,soybean,2018-02-09,2018-03-24,43
Brazil_DUP2_farm6_field300_soybean_2022,2,soybean,2021-12-25,2022-03-22,87
Brazil_DUP2_farm6_field311_corn_2024,2,corn,2024-01-04,2024-03-04,60
Brazil_DUP2_farm6_field315_soybean_2022,2,soybean,2021-12-25,2022-03-10,75
Brazil_DUP2_farm6_field327_soybean_2022,2,soybean,2021-12-25,2022-03-22,87
Brazil_DUP2_farm6_field344_soybean_2017,2,soybean,2016-12-06,2017-02-27,83
Brazil_DUP2_farm6_field350_soybean_2023,2,soybean,2022-12-15,2023-02-08,55
Brazil_DUP2_farm6_field357_soybean_2021,2,soybean,2021-01-04,2021-03-21,76
Brazil_DUP2_farm6_field360_soybean_2017,2,soybean,2016-12-06,2017-02-17,73
Brazil_DUP2_farm6_field367_corn_2023,2,corn,2023-04-04,2023-08-03,121
Brazil_DUP2_farm6_field370_soybean_2020,2,soybean,2019-11-26,2020-02-01,67
Brazil_DUP2_farm6_field406_corn_2024,2,corn,2024-01-04,2024-02-24,51
Brazil_DUP2_farm6_field412_soybean_2022,2,soybean,2021-12-25,2022-03-10,75
Brazil_DUP2_farm6_field422_soybean_2021,2,soybean,2021-01-04,2021-03-29,84
Brazil_DUP2_farm6_field435_wheat_2022,2,wheat,2022-06-13,2022-09-17,96
Brazil_DUP2_farm6_field436_soybean_2017,2,soybean,2016-12-06,2017-02-17,73
Brazil_DUP2_farm6_field443_corn_2024,2,corn,2024-01-09,2024-03-09,60
Brazil_DUP2_farm6_field452_corn_2023,2,corn,2023-04-04,2023-08-03,121
Brazil_DUP2_farm6_field456_corn_2020,2,corn,2020-03-30,2020-07-17,109
Brazil_DUP2_farm6_field464_corn_2020,2,corn,2020-03-30,2020-07-07,99
Brazil_DUP2_farm6_field467_soybean_2020,2,soybean,2019-11-26,2020-01-28,63
Brazil_DUP2_farm6_field470_soybean_2017,2,soybean,2016-12-06,2017-03-01,85
Brazil_DUP2_farm7_field473_soybean_2018,2,soybean,2017-11-16,2018-03-01,105
Brazil_DUP2_farm7_field474_soybean_2017,2,soybean,2016-12-16,2017-03-12,86
Brazil_DUP2_farm7_field475_soybean_2017,2,soybean,2016-12-16,2017-03-08,82
Brazil_DUP2_farm8_field493_soybean_2024,2,soybean,2023-11-30,2024-01-07,38
Brazil_DUP2_farm8_field495_soybean_2024,2,soybean,2023-11-30,2024-01-03,34
Brazil_DUP2_farm8_field498_soybean_2024,2,soybean,2023-11-30,2024-01-05,36
Brazil_DUP2_farm9_field500_soybean_2018,2,soybean,2017-12-16,2018-02-24,70
Brazil_DUP2_farm9_field505_wheat_2019,2,wheat,2019-06-19,2019-09-18,91
Brazil_DUP2_farm9_field515_corn_2023,2,corn,2022-12-25,2023-03-25,90
Brazil_DUP2_farm9_field520_wheat_2019,2,wheat,2019-06-24,2019-09-23,91
Brazil_DUP2_farm9_field521_corn_2018,2,corn,2018-04-30,2018-07-29,90
Brazil_DUP2_farm9_field524_soybean_2019,2,soybean,2019-01-10,2019-03-16,65
Brazil_DUP2_farm9_field530_soybean_2017,2,soybean,2016-12-16,2017-03-14,88
Brazil_DUP2_farm9_field533_wheat_2023,2,wheat,2023-06-03,2023-08-16,74
Brazil_DUP2_farm9_field539_corn_2018,2,corn,2018-04-30,2018-07-28,89
Brazil_DUP2_farm9_field547_soybean_2023,2,soybean,2023-11-15,2023-12-29,44
Germany_DUP3_farm1_field16_wheat_2016,2,wheat,2016-05-12,2016-08-11,91
Germany_DUP3_farm1_field23_wheat_2017,2,wheat,2017-06-06,2017-08-24,79
Germany_DUP3_farm1_field25_rapeseed_2017,2,rapeseed,2017-04-27,2017-08-03,98
Germany_DUP3_farm1_field37_wheat_2017,2,wheat,2017-06-06,2017-08-08,63
Germany_DUP3_farm1_field53_wheat_2016,2,wheat,2016-05-12,2016-08-08,88
Germany_DUP3_farm1_field54_rapeseed_2019,2,rapeseed,2019-05-19,2019-08-04,77
Germany_DUP3_farm1_field57_wheat_2019,2,wheat,2019-06-06,2019-08-18,73
Germany_DUP3_farm1_field64_rapeseed_2016,2,rapeseed,2016-05-02,2016-07-30,89
Germany_DUP3_farm2_field104_wheat_2021,2,wheat,2021-06-23,2021-09-04,73
Germany_DUP3_farm2_field112_wheat_2021,2,wheat,2021-06-23,2021-07-27,34
Germany_DUP3_farm2_field147_wheat_2018,2,wheat,2018-05-22,2018-07-24,63
Germany_DUP3_farm2_field151_wheat_2018,2,wheat,2018-06-06,2018-08-02,57
Germany_DUP3_farm2_field157_wheat_2021,2,wheat,2021-06-20,2021-08-20,61
Germany_DUP3_farm2_field159_wheat_2019,2,wheat,2019-06-04,2019-07-30,56
Germany_DUP3_farm2_field178_rapeseed_2017,2,rapeseed,2017-05-10,2017-08-06,88
Germany_DUP3_farm2_field179_rapeseed_2017,2,rapeseed,2017-05-10,2017-08-04,86
Germany_DUP3_farm2_field194_wheat_2017,2,wheat,2017-06-19,2017-07-31,42
Germany_DUP3_farm2_field197_rapeseed_2017,2,rapeseed,2017-04-30,2017-08-03,95
Germany_DUP3_farm2_field202_wheat_2022,2,wheat,2022-06-18,2022-08-11,54
Germany_DUP3_farm2_field208_wheat_2022,2,wheat,2022-06-18,2022-07-28,40
Germany_DUP3_farm2_field209_wheat_2022,2,wheat,2022-06-18,2022-08-09,52
Germany_DUP3_farm2_field219_wheat_2022,2,wheat,2022-06-18,2022-08-11,54
Germany_DUP3_farm2_field79_wheat_2019,2,wheat,2019-06-19,2019-08-15,57
Germany_DUP3_farm2_field86_wheat_2018,2,wheat,2018-06-06,2018-07-25,49
Germany_DUP3_farm2_field97_wheat_2021,2,wheat,2021-06-20,2021-08-25,66
Germany_DUP3_farm2_field98_wheat_2016,2,wheat,2016-05-15,2016-08-07,84
Germany_DUP3_farm3_field225_rapeseed_2019,2,rapeseed,2019-05-12,2019-07-17,66
Germany_DUP3_farm3_field235_wheat_2016,2,wheat,2016-05-12,2016-07-22,71
Germany_DUP3_farm3_field239_wheat_2017,2,wheat,2017-05-27,2017-08-06,71
Germany_DUP3_farm4_field242_rapeseed_2018,2,rapeseed,2018-04-17,2018-07-05,79
Germany_DUP3_farm4_field243_rapeseed_2018,2,rapeseed,2018-04-22,2018-07-04,73
Germany_DUP3_farm4_field248_rapeseed_2020,2,rapeseed,2020-01-17,2020-07-14,179
Germany_DUP3_farm4_field260_rapeseed_2018,2,rapeseed,2018-04-17,2018-07-04,78
Germany_DUP3_farm5_field267_rapeseed_2020,2,rapeseed,2020-05-26,2020-07-30,65
Germany_DUP3_farm5_field269_rapeseed_2017,2,rapeseed,2017-05-27,2017-08-02,67
Germany_DUP3_farm6_field285_rapeseed_2020,2,rapeseed,2020-04-14,2020-07-18,95
Germany_DUP3_farm6_field289_wheat_2021,2,wheat,2021-06-08,2021-07-19,41
Germany_DUP3_farm6_field290_rapeseed_2021,2,rapeseed,2021-05-09,2021-07-20,72
Germany_DUP3_farm6_field293_rapeseed_2016,2,rapeseed,2016-05-05,2016-07-21,77
Uruguay_DUP4_farm10_field293_soybean_2019,2,soybean,2019-01-19,2019-04-18,89
Uruguay_DUP4_farm10_field294_soybean_2019,2,soybean,2019-01-19,2019-04-18,89
Uruguay_DUP4_farm10_field295_soybean_2019,2,soybean,2019-01-19,2019-05-13,114
Uruguay_DUP4_farm10_field304_soybean_2019,2,soybean,2019-01-24,2019-04-24,90
Uruguay_DUP4_farm10_field316_soybean_2019,2,soybean,2019-01-24,2019-05-13,109
Uruguay_DUP4_farm10_field321_soybean_2019,2,soybean,2019-01-19,2019-04-15,86
Uruguay_DUP4_farm10_field325_soybean_2019,2,soybean,2019-01-24,2019-05-04,100
Uruguay_DUP4_farm10_field340_soybean_2021,2,soybean,2021-01-23,2021-05-31,128
Uruguay_DUP4_farm10_field344_soybean_2021,2,soybean,2021-01-23,2021-04-07,74
Uruguay_DUP4_farm10_field347_soybean_2019,2,soybean,2019-01-29,2019-04-29,90
Uruguay_DUP4_farm10_field362_soybean_2019,2,soybean,2019-01-24,2019-04-14,80
Uruguay_DUP4_farm10_field366_soybean_2018,2,soybean,2018-01-09,2018-04-27,108
Uruguay_DUP4_farm10_field367_soybean_2019,2,soybean,2019-01-24,2019-05-07,103
Uruguay_DUP4_farm10_field370_soybean_2018,2,soybean,2018-01-09,2018-05-20,131
Uruguay_DUP4_farm10_field373_soybean_2018,2,soybean,2018-01-09,2018-04-26,107
Uruguay_DUP4_farm10_field376_soybean_2018,2,soybean,2018-01-09,2018-05-15,126
Uruguay_DUP4_farm10_field377_soybean_2019,2,soybean,2019-01-24,2019-05-31,127
Uruguay_DUP4_farm10_field422_soybean_2018,2,soybean,2018-01-09,2018-04-14,95
Uruguay_DUP4_farm10_field427_soybean_2018,2,soybean,2018-01-09,2018-05-21,132
Uruguay_DUP4_farm10_field449_soybean_2018,2,soybean,2018-01-09,2018-04-18,99
Uruguay_DUP4_farm10_field466_soybean_2018,2,soybean,2018-01-21,2018-04-16,85
Uruguay_DUP4_farm10_field475_soybean_2018,2,soybean,2018-01-09,2018-04-27,108
Uruguay_DUP4_farm10_field476_soybean_2018,2,soybean,2018-01-09,2018-05-16,127
Uruguay_DUP4_farm10_field481_soybean_2018,2,soybean,2018-01-09,2018-05-22,133
Uruguay_DUP4_farm10_field495_soybean_2022,2,soybean,2022-01-13,2022-05-02,109
Uruguay_DUP4_farm10_field516_soybean_2022,2,soybean,2022-01-20,2022-05-15,115
Uruguay_DUP4_farm10_field520_soybean_2022,2,soybean,2022-01-20,2022-05-11,111
Uruguay_DUP4_farm10_field522_soybean_2022,2,soybean,2022-01-20,2022-05-06,106
Uruguay_DUP4_farm10_field527_soybean_2022,2,soybean,2022-01-20,2022-05-07,107
Uruguay_DUP4_farm10_field529_soybean_2022,2,soybean,2022-01-20,2022-05-24,124
Uruguay_DUP4_farm10_field531_soybean_2022,2,soybean,2022-01-20,2022-05-22,122
Uruguay_DUP4_farm10_field543_soybean_2022,2,soybean,2022-01-13,2022-05-03,110
Uruguay_DUP4_farm10_field547_soybean_2022,2,soybean,2022-01-13,2022-05-18,125
Uruguay_DUP4_farm10_field556_soybean_2022,2,soybean,2022-01-20,2022-05-09,109
Uruguay_DUP4_farm10_field565_soybean_2019,2,soybean,2019-01-24,2019-04-12,78
Uruguay_DUP4_farm10_field571_soybean_2019,2,soybean,2019-01-24,2019-05-08,104
Uruguay_DUP4_farm2_field15_soybean_2021,2,soybean,2021-01-23,2021-05-11,108
Uruguay_DUP4_farm2_field17_soybean_2021,2,soybean,2021-01-23,2021-05-15,112
Uruguay_DUP4_farm2_field25_soybean_2021,2,soybean,2021-01-23,2021-05-08,105
Uruguay_DUP4_farm2_field34_soybean_2018,2,soybean,2018-01-21,2018-05-20,119
Uruguay_DUP4_farm2_field46_soybean_2018,2,soybean,2018-01-21,2018-05-25,124
Uruguay_DUP4_farm2_field7_soybean_2019,2,soybean,2019-01-24,2019-05-14,110
Uruguay_DUP4_farm3_field60_soybean_2019,2,soybean,2019-01-21,2019-04-05,74
Uruguay_DUP4_farm3_field61_soybean_2021,2,soybean,2021-01-20,2021-05-10,110
Uruguay_DUP4_farm3_field62_soybean_2021,2,soybean,2021-01-20,2021-05-09,109
Uruguay_DUP4_farm3_field68_soybean_2019,2,soybean,2019-01-26,2019-04-15,79
Uruguay_DUP4_farm3_field72_soybean_2019,2,soybean,2019-01-26,2019-04-22,86
Uruguay_DUP4_farm4_field100_soybean_2021,2,soybean,2021-01-25,2021-04-18,83
Uruguay_DUP4_farm4_field105_soybean_2018,2,soybean,2018-01-21,2018-04-10,79
Uruguay_DUP4_farm4_field109_soybean_2018,2,soybean,2018-01-21,2018-05-24,123
Uruguay_DUP4_farm4_field125_soybean_2018,2,soybean,2018-01-21,2018-04-18,87
Uruguay_DUP4_farm4_field142_soybean_2018,2,soybean,2018-01-21,2018-05-15,114
Uruguay_DUP4_farm4_field154_soybean_2022,2,soybean,2022-01-15,2022-05-11,116
Uruguay_DUP4_farm4_field156_soybean_2022,2,soybean,2022-01-20,2022-05-15,115
Uruguay_DUP4_farm4_field158_soybean_2019,2,soybean,2019-01-26,2019-05-07,101
Uruguay_DUP4_farm4_field160_soybean_2019,2,soybean,2019-01-24,2019-05-03,99
Uruguay_DUP4_farm4_field161_soybean_2019,2,soybean,2019-01-24,2019-04-14,80
Uruguay_DUP4_farm4_field167_soybean_2019,2,soybean,2019-01-29,2019-04-23,84
Uruguay_DUP4_farm4_field93_soybean_2021,2,soybean,2021-01-23,2021-05-10,107
Uruguay_DUP4_farm5_field170_soybean_2018,2,soybean,2018-01-21,2018-03-28,66
Uruguay_DUP4_farm5_field172_soybean_2018,2,soybean,2018-01-21,2018-04-04,73
Uruguay_DUP4_farm7_field195_soybean_2018,2,soybean,2018-01-09,2018-04-05,86
Uruguay_DUP4_farm7_field196_soybean_2018,2,soybean,2018-01-09,2018-05-14,125
Uruguay_DUP4_farm7_field214_soybean_2018,2,soybean,2018-01-09,2018-05-16,127
Uruguay_DUP4_farm7_field215_soybean_2018,2,soybean,2018-01-09,2018-04-19,100
Uruguay_DUP4_farm7_field220_soybean_2018,2,soybean,2018-01-09,2018-04-17,98
Uruguay_DUP4_farm7_field227_soybean_2019,2,soybean,2019-01-24,2019-05-03,99
Uruguay_DUP4_farm8_field235_soybean_2019,2,soybean,2019-01-24,2019-04-21,87
Uruguay_DUP4_farm8_field237_soybean_2019,2,soybean,2019-01-24,2019-04-23,89
Uruguay_DUP4_farm8_field244_soybean_2021,2,soybean,2021-01-25,2021-05-14,109
Uruguay_DUP4_farm8_field247_soybean_2019,2,soybean,2019-01-24,2019-04-08,74
